,compound,negative,neutral,positive,tweet,tweet_time,user
269,0.5994,0.0,0.766,0.234,The Justice Department's internal watchdog announced it has launched a probe into the department and the FBI's hand… https://t.co/ccQQChOlBu,2018-03-28 22:58:00+00:00,CNN
270,0.891,0.0,0.654,0.346,Nobel Peace Prize winner Malala Yousafzai is back in Pakistan for the first time since she was shot in the face and… https://t.co/O6HJRNK5ml,2018-03-28 22:49:31+00:00,CNN
271,0.0,0.0,1.0,0.0,Maserati unveiled a 590 horsepower high performance version of its Levante crossover SUV at the New York Auto Show… https://t.co/y7jpECCr2J,2018-03-28 22:46:23+00:00,CNN
272,0.128,0.0,0.919,0.081,"Exclusive: In depositions, the Karolyis say they knew nothing of former USA Gymnastics doctor Larry Nassar's abuse… https://t.co/6gOzBZ6j4g",2018-03-28 22:36:50+00:00,CNN
273,0.0,0.0,1.0,0.0,"Sen. Chris Coons: ""It is concerning to me that the President is increasingly seeming to manage his cabinet more lik… https://t.co/TCZaET9mBG",2018-03-28 22:19:46+00:00,CNN
274,-0.7003,0.279,0.721,0.0,"Rep. Steve King's remark about outspoken Parkland student Emma Gonzalez ""betrays a lack of understanding about the… https://t.co/GZB7Hy487F",2018-03-28 22:15:11+00:00,CNN
275,0.34,0.0,0.87,0.13,"Susan Rice, a former UN ambassador and national security adviser under President Barack Obama, has joined Netflix's… https://t.co/oXEfylqYkT",2018-03-28 22:09:38+00:00,CNN
276,-0.296,0.115,0.885,0.0,"White House press secretary Sarah Sanders refused to answer whether President Donald Trump was aware of a $130,000… https://t.co/bJ2feNKSpL",2018-03-28 22:07:26+00:00,CNN
277,0.0,0.0,1.0,0.0,"Sources describe four yet-to-be-released videos recorded the night of the shooting of Alton Sterling as ""very graph… https://t.co/gpokg872eO",2018-03-28 22:04:14+00:00,CNN
278,0.0,0.0,1.0,0.0,"President Donald Trump says Veterans Affairs Secretary David Shulkin is out, and that Shulkin will be replaced with… https://t.co/v03PKc6WVZ",2018-03-28 21:53:22+00:00,CNN
279,0.8286,0.0,0.711,0.289,"President Trump thanked Shulkin via Twitter for his ""service to our country and to our GREAT VETERANS"" and said Rob… https://t.co/9FvpdZJr2f",2018-03-28 21:49:47+00:00,CNN
280,0.0,0.0,1.0,0.0,"BREAKING: President Donald Trump says Veterans Affairs Secretary David Shulkin is out, and that he'll be replaced w… https://t.co/GOXcsz3wzn",2018-03-28 21:44:46+00:00,CNN
281,0.0,0.0,1.0,0.0,UK detectives say they believe the former Russian double agent Sergei Skripal and his daughter first encountered a… https://t.co/ICwOpi9mPc,2018-03-28 21:37:46+00:00,CNN
282,-0.6249,0.212,0.788,0.0,"Former Vice President Joe Biden regrets saying that if he were in high school, he would fight President Trump over… https://t.co/l4oVqppV40",2018-03-28 21:26:53+00:00,CNN
283,0.0,0.0,1.0,0.0,"RT @CNNnewsroom: ""There's this power of nostalgia in this family...but they were also the quintessential working class, white, exurban fami…",2018-03-28 21:23:39+00:00,CNN
284,0.0,0.0,1.0,0.0,"News that Cambridge Analytica, a data firm with ties to President Trump's campaign, reportedly accessed information… https://t.co/HLBbE15VgU",2018-03-28 21:20:38+00:00,CNN
285,0.3612,0.0,0.884,0.116,TESS the planet hunter is getting ready to launch next month. The Transiting Exoplanet Survey Satellite is NASA's n… https://t.co/IjwXc4IsiY,2018-03-28 21:11:01+00:00,CNN
286,0.4767,0.0,0.837,0.163,"Sen. Kennedy on what he'd ask Zuckerberg: ""Is it a fair bargain for me to give up all my personal data to Facebook,… https://t.co/yxDzoJoacU",2018-03-28 21:02:45+00:00,CNN
287,0.0,0.0,1.0,0.0,"If you were running for President, would you have your deputy campaign manager speak to a former Russian intelligen… https://t.co/DjjDdZY1fC",2018-03-28 20:48:51+00:00,CNN
288,0.3182,0.132,0.638,0.23,"A generation ago, Republicans focused on reforming the nation's safety net by requiring poor mothers to work. Now,… https://t.co/vaMFi5ajZD",2018-03-28 20:35:03+00:00,CNN
289,0.0,0.0,1.0,0.0,"13,000-year-old footprints were found off the Canadian coast https://t.co/Yq3Ijx9hnL https://t.co/vonY3PKKWB",2018-03-28 20:31:05+00:00,CNN
290,0.6808,0.0,0.752,0.248,"Vice President Mike Pence's hometown of Columbus, Indiana, plans to hold its first LGBT Pride Festival next month… https://t.co/EML8EDzuby",2018-03-28 20:26:19+00:00,CNN
291,0.3612,0.0,0.857,0.143,"RT @TheLeadCNN: President Trump in December, 2017: “I don’t want to talk about pardons of Michael Flynn yet, we’ll see what happens, let’s…",2018-03-28 20:18:28+00:00,CNN
292,-0.6705,0.256,0.744,0.0,"A lawsuit alleging that gifts from foreign governments to President Trump may be illegal can go forward, a federal… https://t.co/yA2asY7QE0",2018-03-28 20:13:55+00:00,CNN
293,0.6486,0.0,0.823,0.177,"People may have snickered at President Trump's call for a US ""space force,"" but ""the laughter masks the fact that t… https://t.co/5SF9c5JyI1",2018-03-28 20:06:30+00:00,CNN
294,0.25,0.155,0.621,0.224,"RT @CNNMoney: Nasdaq drops nearly 1% on tech slump. Dow inches lower, giving up early gains. Tesla tumbles 8%, Amazon loses 4%. https://t.c…",2018-03-28 20:05:27+00:00,CNN
295,0.4404,0.0,0.879,0.121,A majority of Democratic voters in New York City believe Gov. Andrew Cuomo would be better for the city than his pr… https://t.co/8T7hHOJQ9t,2018-03-28 20:02:52+00:00,CNN
296,0.0,0.0,1.0,0.0,"RT @CNNnewsroom: ""President Trump is not the same as the Donald Trump from 12 years ago, and so we can't try to make a comparison between t…",2018-03-28 19:59:54+00:00,CNN
297,0.5719,0.0,0.81,0.19,A federal judge approved $75 million worth of loans to Remington so the company can keep making guns as it works th… https://t.co/XXNzhHcujS,2018-03-28 19:56:39+00:00,CNN
298,0.4588,0.0,0.85,0.15,Most world leaders visiting other countries make a grand entrance by stepping off a large jet. North Korean leader… https://t.co/ChgciHqyBu,2018-03-28 19:50:43+00:00,CNN
299,-0.296,0.196,0.804,0.0,Why Trump country is worried about Trump's tariffs https://t.co/mJZHMYxLYj https://t.co/JYL14Rea3j,2018-03-28 19:37:33+00:00,CNN
300,-0.8074,0.3,0.7,0.0,"Jonathan Turley on alleged FISA abuse: ""It's a dangerous combination to have a secret court that is based on a stan… https://t.co/uFmnjKpFEw",2018-03-29 06:40:00+00:00,FoxNews
301,-0.5267,0.195,0.805,0.0,"High school-aged student sexually assaulted at gunpoint in broad daylight, Palo Alto police say https://t.co/JAKXvAmbBc",2018-03-29 06:35:00+00:00,FoxNews
302,0.0,0.0,1.0,0.0,.@LindseyGrahamSC: “The North Korea nuclear program destabilizes the entire world.” @foxnewsnight https://t.co/9JvfwvFHtK,2018-03-29 06:30:00+00:00,FoxNews
303,0.4404,0.0,0.738,0.262,"Atlanta-based lawyer to play bigger role on #Trump's legal team, report says https://t.co/MA6CTHA3VU",2018-03-29 06:25:00+00:00,FoxNews
304,0.0,0.0,1.0,0.0,JUST IN: North and South Korea to hold leaders' summit April 27 https://t.co/yWrdiZ8nZq,2018-03-29 06:20:41+00:00,FoxNews
305,0.0,0.0,1.0,0.0,.@kimguilfoyle: “I think this is an example of @POTUS…winning.” #TheFive https://t.co/LqeLzoKcR6,2018-03-29 06:20:00+00:00,FoxNews
306,-0.34,0.221,0.779,0.0,Former @FBI agent charged with leaking classified docs to expose 'systemic biases': report https://t.co/D8uyDBJxkk,2018-03-29 06:15:00+00:00,FoxNews
307,0.0,0.0,1.0,0.0,.@PressSec on the 2020 census citizenship question: “The goal is to have data that we can use for specific things.” https://t.co/yuirw7dwkp,2018-03-29 06:10:00+00:00,FoxNews
308,0.4939,0.0,0.849,0.151,"IS IT NAP TIME?: One sleepy bunny was caught on camera having an adorable yawn in Kent, Washington. https://t.co/jhhBMUUU1p",2018-03-29 06:05:00+00:00,FoxNews
309,0.4466,0.0,0.853,0.147,WARRIORS HELPING WARRIORS: @paws4prplhearts is bringing veterans and dogs together to not only get the dogs trained… https://t.co/aq0i7KsDTD,2018-03-29 06:00:00+00:00,FoxNews
310,-0.5859,0.27,0.73,0.0,.@Corey_Feldman says he was stabbed in attempted murder but police are telling a different story https://t.co/0yJbvYufIr,2018-03-29 05:55:00+00:00,FoxNews
311,0.3182,0.0,0.859,0.141,.@POTUS secures trade deal with South Korea ahead of potential meeting with North Korea. https://t.co/gyopb5iQXZ,2018-03-29 05:50:00+00:00,FoxNews
312,0.0,0.0,1.0,0.0,California sets rules for cooperating with feds on immigration https://t.co/Sw0gdpJq1O,2018-03-29 05:45:00+00:00,FoxNews
313,0.0,0.0,1.0,0.0,.@DevinNunes: “The left has continued to say that ‘This is Watergate’ and ‘#Trump’s going to be impeached.’ They’ve… https://t.co/W4M7xx2fru,2018-03-29 05:40:00+00:00,FoxNews
314,-0.4767,0.193,0.807,0.0,"Driver who left child on school bus for 8 hours is suspended, report says https://t.co/hf62gcSnc7",2018-03-29 05:35:00+00:00,FoxNews
315,0.0772,0.0,0.933,0.067,"""This comes down to public safety.""

Orange County supervisor Michelle Steel comments on her vote to challenge sanc… https://t.co/qt4I3WSE7x",2018-03-29 05:30:00+00:00,FoxNews
316,0.0,0.0,1.0,0.0,Oldest human footprints in North America suggest 'early entrance' into the Americas https://t.co/dJy0ZzpMTp,2018-03-29 05:25:00+00:00,FoxNews
317,0.4404,0.0,0.838,0.162,".@dbongino on the Second Amendment: ""Liberalism is easy to understand, it's everywhere...To actually understand con… https://t.co/ZpCeVz4VWc",2018-03-29 05:20:00+00:00,FoxNews
318,-0.6597,0.268,0.732,0.0,Former NFL star Jim Kelly recovering after 12 hours of cancer surgery https://t.co/MRlkVxAOrt,2018-03-29 05:15:00+00:00,FoxNews
319,-0.3182,0.142,0.769,0.089,".@KatiePavlich: “When you commit a crime as a U.S. citizen, you don’t get to decide when you get to evade law enfor… https://t.co/UaKfLDk5GW",2018-03-29 05:10:00+00:00,FoxNews
320,-0.5106,0.292,0.708,0.0,"Jared Fogle seeks release from prison, report says https://t.co/a14o9xLOBI",2018-03-29 05:05:00+00:00,FoxNews
321,-0.3182,0.113,0.887,0.0,".@TomiLahren: “There are a lot of areas here that, of course, believe in shielding illegal immigrants, but there ar… https://t.co/HEqz2dzxNW",2018-03-29 05:00:01+00:00,FoxNews
322,0.0,0.0,1.0,0.0,.@NRA's political fund sees donations spike in February after Florida shooting https://t.co/4kgltlHohK,2018-03-29 04:55:00+00:00,FoxNews
323,0.2235,0.0,0.918,0.082,.@statedeptspox: “That Iran nuclear deal did not make the world safer… it did not stop Iran from all of these horri… https://t.co/FRGpqUnQXY,2018-03-29 04:50:00+00:00,FoxNews
324,0.0,0.0,1.0,0.0,U.S. economy grows at 2.9% rate in Q4 https://t.co/j6wlXt484M,2018-03-29 04:45:00+00:00,FoxNews
325,0.6605,0.0,0.778,0.222,"Dave Harrington, Aliso Viejo mayor: “I kind of wish the attorney general of California took as much interest in the… https://t.co/fUc6Xtb0OT",2018-03-29 04:40:00+00:00,FoxNews
326,0.0,0.0,1.0,0.0,"OPINION: If the Second Amendment falls, our entire Bill of Rights falls https://t.co/vT4cRZnBTn",2018-03-29 04:35:00+00:00,FoxNews
327,0.6841,0.0,0.786,0.214,BEAUTIFUL: The non-profit organization Pile of Puppies brought a litter of miniature bull terrier pups to the bedsi… https://t.co/U1UNNejfSo,2018-03-29 04:30:00+00:00,FoxNews
328,0.0,0.0,1.0,0.0,Carnival Cruise offers Virginia teen a luxurious trip in exchange for his Snapchat handle https://t.co/MP2iL83j83,2018-03-29 04:25:00+00:00,FoxNews
329,0.296,0.0,0.864,0.136,Graham Allen: “Our rights and our freedoms as Americans are not up for debate.” https://t.co/gQZjLutao0,2018-03-29 04:20:00+00:00,FoxNews
330,-0.9186,0.545,0.455,0.0,Six children feared dead after SUV plunged off California cliff; 2 women killed https://t.co/EyNlbeYpVN,2018-03-29 04:15:00+00:00,FoxNews
331,0.0,0.0,1.0,0.0,.@michellemalkin on 2020 census to include citizenship question https://t.co/VkfSanaVEp,2018-03-29 04:10:00+00:00,FoxNews
332,-0.8271,0.372,0.628,0.0,Outrage grows over police killing of Stephon Clark in Sacramento: '20 shots over a cellphone' https://t.co/nFAOz30fIZ,2018-03-29 04:05:00+00:00,FoxNews
333,0.0,0.0,1.0,0.0,.@SteveHiltonx: “These tech companies have just [gotten] too big and too powerful…We actually need to really toughe… https://t.co/PFgN9Jx1tZ,2018-03-29 04:01:48+00:00,FoxNews
334,0.0772,0.0,0.925,0.075,".@TomiLahren: ""You’d be surprised...just how many conservatives and Americans live in California that want the laws… https://t.co/dCqDnKHrJj",2018-03-29 04:01:00+00:00,FoxNews
335,-0.7351,0.36,0.64,0.0,Oklahoma man captures 6-foot rattlesnake before suffering heart attack 20 minutes later https://t.co/Sd20aL177B,2018-03-29 03:48:10+00:00,FoxNews
336,0.4019,0.0,0.803,0.197,.@DonaldJTrumpJr tweets his support for 'Roseanne' while skewering late night hosts https://t.co/vxAm33yedR,2018-03-29 03:36:02+00:00,FoxNews
337,0.0,0.0,1.0,0.0,.@LindseyGrahamSC: “The North Korean nuclear program destabilizes the entire world.” @foxnewsnight https://t.co/FH2bABC7K3,2018-03-29 03:21:49+00:00,FoxNews
338,0.122,0.144,0.689,0.167,"On Wednesday, President @realdonaldtrump announced in a tweet that, despite former Supreme Court Justice John Paul… https://t.co/D2IHMPer1m",2018-03-29 03:03:54+00:00,FoxNews
339,0.0,0.0,1.0,0.0,.@RepGoodlatte: 'Material' Redactions Made In Peter Strzok-Lisa Page Texts @IngrahamAngle https://t.co/NhffORqImP,2018-03-29 02:55:22+00:00,FoxNews
340,0.0,0.0,1.0,0.0,.@offspring drummer turned OB/GYN saves prospective juror in own malpractice trial https://t.co/GbSRKSszrt,2018-03-29 02:50:31+00:00,FoxNews
341,-0.5267,0.328,0.672,0.0,US judge denies Saudi Arabia's bid to dismiss 9/11 lawsuits https://t.co/spt36JVX8M,2018-03-29 02:45:12+00:00,FoxNews
342,-0.4767,0.181,0.819,0.0,"School bus driver suspended after leaving first-grader on bus for eight hours, report says https://t.co/oiqJww2qlc",2018-03-29 02:43:17+00:00,FoxNews
343,-0.7845,0.289,0.711,0.0,".@ByronYork on alleged FISA abuse: ""What gives a lot of Republicans problems is a lot of them thought Republican pr… https://t.co/8k7B5Ibr21",2018-03-29 02:40:19+00:00,FoxNews
344,-0.6369,0.174,0.826,0.0,".@RepGoodlatte on alleged FISA abuse: ""The IG can't look at it from the same perspective that Congress can or from… https://t.co/4uMmyelc6D",2018-03-29 02:36:56+00:00,FoxNews
345,0.0,0.0,1.0,0.0,Grandma's ear bitten off by pit bull while protecting kids at New York playground: reports https://t.co/Fm2IRRUjjY,2018-03-29 02:35:36+00:00,FoxNews
346,-0.5859,0.174,0.826,0.0,.@TempePolice have mounted AR-15 assault rifles on the back of eight motorcycles to equip officers with something m… https://t.co/z62UgoozP6,2018-03-29 02:21:04+00:00,FoxNews
347,0.0,0.0,1.0,0.0,"Joe Alioto-Veronese on sanctuary cities: ""What the feds are saying is that we are interfering by telling our citize… https://t.co/BZQj1ynui4",2018-03-29 02:15:28+00:00,FoxNews
348,0.0,0.0,1.0,0.0,.@dunkindonuts launches its first-ever running shoe https://t.co/oK0E1oZ4ye,2018-03-29 02:08:15+00:00,FoxNews
349,0.0,0.0,1.0,0.0,.@seanhannity Reveals New Peter Strzok-Lisa Page Texts #Hannity  https://t.co/mP7oHskKPL,2018-03-29 02:05:42+00:00,FoxNews
350,-0.3818,0.167,0.833,0.0,"'My Questions Are Totally Sincere': @TuckerCarlson, Former Clinton Spox Battle Over Dem Platform https://t.co/PfR6X7aPZd",2018-03-29 02:02:55+00:00,FoxNews
351,0.4939,0.0,0.775,0.225,Ex-Disney Channel star Caroline Sunshine joins Trump's White House press team https://t.co/5MY4QUThYj,2018-03-29 01:56:02+00:00,FoxNews
352,0.0,0.0,1.0,0.0,.@DevinNunes: “The Left has continued to say that ‘This is Watergate’ and ‘#Trump’s going to be impeached.’ They’ve… https://t.co/FZMoKq72Qo,2018-03-29 01:42:51+00:00,FoxNews
353,0.4019,0.0,0.838,0.162,"On Wednesday, @LindseyGrahamSC tweeted his support for President @realDonaldTrump's decision to replace Secretary o… https://t.co/3SCiGt1apm",2018-03-29 01:36:25+00:00,FoxNews
354,-0.4588,0.25,0.75,0.0,‘Aggressive’ passenger may have to pay plane’s fuel bill after causing emergency landing https://t.co/iUd655KpRC,2018-03-29 01:32:41+00:00,FoxNews
355,-0.4215,0.128,0.872,0.0,"Florida woman fails to put car into park, car rolls into pool with husband and child inside, cops say https://t.co/CjqcQHkfG4",2018-03-29 01:24:18+00:00,FoxNews
356,0.296,0.0,0.885,0.115,.@CRTV host and Army veteran @GrahamAllen_1 said Wednesday that the rights and freedoms American citizens have are… https://t.co/62KkdMYYkA,2018-03-29 01:11:09+00:00,FoxNews
357,0.0,0.0,1.0,0.0,"OPINION: If the Second Amendment falls, our entire Bill of Rights falls https://t.co/B8dGrk2ZYu",2018-03-29 01:10:32+00:00,FoxNews
358,-0.3612,0.131,0.759,0.11,".@jmpalmieri on Dem views: ""Congress is broken, it does not react to what the people want. The people want immigrat… https://t.co/dVWmVHfYrY",2018-03-29 00:58:43+00:00,FoxNews
359,-0.6124,0.275,0.615,0.111,Mother of Hostage Killed By ISIS: 'There Was No One Whose Job It Was to Help Us' https://t.co/m6sQVkLIsD,2018-03-29 00:54:24+00:00,FoxNews
360,-0.0572,0.075,0.925,0.0,.@TuckerCarlson Debates CA Immigration Law: 'Is There Anything You Won't Make an Excuse For?' #Tucker https://t.co/KVqJZjZJiC,2018-03-29 00:48:29+00:00,FoxNews
361,0.0,0.0,1.0,0.0,".@lizpeek: Census 2020 – Liberals, get over it, we must ask about citizenship! https://t.co/SLwgSHWJHB",2018-03-29 00:45:17+00:00,FoxNews
362,0.4404,0.0,0.838,0.162,".@dbongino on the Second Amendment: ""Liberalism is easy to understand, it's everywhere...To actually understand con… https://t.co/2kGec95E96",2018-03-29 00:40:41+00:00,FoxNews
363,0.0,0.0,1.0,0.0,Kansas City Royals' Salvador Perez sprains knee ligament carrying luggage https://t.co/75uYNzgZRh,2018-03-29 00:38:00+00:00,FoxNews
364,0.0,0.0,1.0,0.0,"OPINION: If the Second Amendment falls, our entire Bill of Rights falls  https://t.co/CGvSxjwWJe",2018-03-29 00:25:05+00:00,FoxNews
365,-0.8271,0.372,0.628,0.0,Outrage grows over police killing of Stephon Clark in Sacramento: '20 shots over a cellphone' https://t.co/hEE53tqepb,2018-03-29 00:19:15+00:00,FoxNews
366,-0.7645,0.279,0.721,0.0,"Jonathan Turley on alleged FISA abuse: ""People have a really low expectation of their government now and that's a r… https://t.co/IK1yLPukE3",2018-03-29 00:12:59+00:00,FoxNews
367,-0.8074,0.3,0.7,0.0,"Jonathan Turley on alleged FISA abuse: ""It's a dangerous combination to have a secret court that is based on a stan… https://t.co/woHLq1mtrn",2018-03-29 00:09:20+00:00,FoxNews
368,-0.9186,0.462,0.538,0.0,"BREAKING: Six children feared dead after SUV plunged off cliff in California; 2 women killed, investigators say https://t.co/eFCbVVTPr0",2018-03-29 00:06:22+00:00,FoxNews
369,0.296,0.0,0.804,0.196,#Trump shares photos of border wall construction on Twitter https://t.co/mfphYgzp2Z,2018-03-28 23:57:54+00:00,FoxNews
370,0.0,0.0,1.0,0.0,"China reminded Kim Jong Un who's boss during mysterious Beijing meeting, experts say https://t.co/JCbEJzedWH",2018-03-28 23:42:34+00:00,FoxNews
371,-0.2023,0.13,0.87,0.0,.@gen_jackkeane: “@POTUS’ administration has confronted Russia more than his predecessors have.” #TheStory https://t.co/ZR9hTcXef3,2018-03-28 23:29:54+00:00,FoxNews
372,0.25,0.11,0.734,0.156,".@LibertyU shows off its new multimillion-dollar gun range. Liberty, which already allows students to have guns in… https://t.co/FoSrzLgrgp",2018-03-28 23:25:22+00:00,FoxNews
373,-0.7184,0.353,0.647,0.0,Al Qaeda leader killed by drone strike in Libya identified by Pentagon https://t.co/LGrWmbwVP3,2018-03-28 23:22:08+00:00,FoxNews
374,-0.3612,0.152,0.848,0.0,".@CharlesHurt: “Without a doubt, I don’t think anybody can question [Rear Adm. Ronny Jackson’s] qualifications, and… https://t.co/eH1Ns3Shv7",2018-03-28 23:15:41+00:00,FoxNews
375,-0.25,0.143,0.857,0.0,"Charles Lane on @POTUS replacing Shulkin as VA secretary: ""It's a strange irony that these are the people that our… https://t.co/oj2CIlxQZG",2018-03-28 23:06:05+00:00,FoxNews
376,0.0,0.0,1.0,0.0,".@ByronYork on replacing Shulkin as VA secretary: ""It simply didn't work out and [helping veterans] really was one… https://t.co/gZfruPSh9N",2018-03-28 22:51:12+00:00,FoxNews
377,0.0,0.0,1.0,0.0,"Former Trump administration officials, from Comey to Shulkin https://t.co/qU3TvgVoW4 https://t.co/70SSvYShgs",2018-03-28 22:44:16+00:00,FoxNews
378,0.0,0.0,1.0,0.0,"On ""Your World"" with @TeamCavuto, Joe Piscopo discussed the #Roseanne reboot and the main character,… https://t.co/x5TPpZ6kWh",2018-03-28 22:34:10+00:00,FoxNews
379,0.0,0.134,0.732,0.134,"NASDAQ closes lower as @amazon, @tesla shares fall. @DeirdreBolton has the story. #SpecialReport… https://t.co/HUYxodz5ue",2018-03-28 22:26:08+00:00,FoxNews
380,0.0,0.0,1.0,0.0,"Documents suggest possible coordination between CIA, FBI, Obama WH and Dem officials early in Trump-Russia probe: i… https://t.co/gwVHgDWYSe",2018-03-28 22:21:43+00:00,FoxNews
381,0.4019,0.0,0.803,0.197,.@DonaldJTrumpJr tweets his support for 'Roseanne' while skewering late night hosts https://t.co/nlwFyAYm46,2018-03-28 22:14:42+00:00,FoxNews
382,0.0,0.0,1.0,0.0,.@POTUS to replace David Shulkin with Adm. Ronny Jackson as Veterans Affairs secretary in latest White House shuffl… https://t.co/SsyE24xZwa,2018-03-28 22:10:07+00:00,FoxNews
383,0.4466,0.0,0.853,0.147,WARRIORS HELPING WARRIORS: @paws4prplhearts is bringing veterans and dogs together to not only get the dogs trained… https://t.co/ExsSRY1g4t,2018-03-28 22:08:13+00:00,FoxNews
384,0.0,0.0,1.0,0.0,Who is David Shulkin? 3 things to know about Trump's former secretary of Veterans Affairs https://t.co/a2A06xE4Xf,2018-03-28 22:00:35+00:00,FoxNews
385,0.0,0.0,1.0,0.0,.@kimguilfoyle: “I think this is an example of @POTUS…winning.” #TheFive https://t.co/UkisT39CJh,2018-03-28 21:56:32+00:00,FoxNews
386,0.0,0.0,1.0,0.0,.@greggutfeld: 'Roseanne' Reboot Replaced 'Demonization with Dialogue' https://t.co/IZiHF0NsFI,2018-03-28 21:48:40+00:00,FoxNews
387,0.0,0.0,1.0,0.0,BREAKING: #Trump to replace David Shulkin with Adm. Ronny Jackson as Veterans Affairs secretary… https://t.co/Zpv9UbPnB1,2018-03-28 21:41:27+00:00,FoxNews
388,0.4939,0.0,0.738,0.262,"Surgeons amazed after removing over 2,000 gallstones from woman https://t.co/YEuOWzC7N5",2018-03-28 21:27:07+00:00,FoxNews
389,0.0,0.0,1.0,0.0,Judge rules suit against #Trump over foreign gifts can move forward https://t.co/kqi3Awd4i7,2018-03-28 21:12:19+00:00,FoxNews
390,-0.0516,0.117,0.777,0.107,Combat Vet on Calls for 2nd Amendment Repeal: 'Our Rights and Freedoms Are Not Up for Debate' https://t.co/MwTbOAnoVt,2018-03-28 21:03:39+00:00,FoxNews
391,-0.0516,0.098,0.902,0.0,Arizona police department mounts AR-15 rifles on backs of some motorcycles https://t.co/a2fWHRGqio,2018-03-28 20:56:39+00:00,FoxNews
392,-0.6124,0.286,0.714,0.0,"Orange County, CA Supervisor Called a 'Racist B----' Amid Sanctuary Controversy https://t.co/DuYJZxGpQR",2018-03-28 20:53:33+00:00,FoxNews
393,0.3182,0.0,0.867,0.133,.@POTUS secures trade deal with South Korea ahead of potential meeting with North Korea. @TeamCavuto https://t.co/vnBI3EkS6F,2018-03-28 20:44:41+00:00,FoxNews
394,0.0,0.0,1.0,0.0,TUNE IN to the latest #HemmerTime podcast with @BillHemmer and @CardinalDolan on the sanctity of silence.… https://t.co/UiBHKAFFli,2018-03-28 20:35:08+00:00,FoxNews
395,0.0,0.193,0.614,0.193,".@WhiteHouse: No pardons under consideration for Manafort, Flynn https://t.co/qJj0aB6rST",2018-03-28 20:25:04+00:00,FoxNews
396,-0.7096,0.33,0.67,0.0,"'ACLU effect' is to blame for Chicago's sharp rise in crime, study says https://t.co/MFbLymBU9l",2018-03-28 20:19:22+00:00,FoxNews
397,-0.6486,0.281,0.719,0.0,"Driver leaves 1 dead, others in life-threatening condition in San Francisco hit-and-run https://t.co/OJtSdht8Ut",2018-03-28 20:14:45+00:00,FoxNews
398,-0.7269,0.337,0.663,0.0,Donations Pour in for Rifle Team After School District Rejects NRA's 'Dirty Money' https://t.co/mVV8pTl1BA,2018-03-28 20:14:44+00:00,FoxNews
399,-0.4215,0.128,0.872,0.0,"Florida woman fails to put car into park, car rolls into pool with husband and child inside, cops say https://t.co/jXKlozKkTP",2018-03-28 20:08:00+00:00,FoxNews
400,0.6249,0.0,0.83,0.17,RT @nytimesworld: Which makes sense? a) Pirate ships in a landlocked country; b) a 47-foot-high statue of Alexander the Great; c) a house d…,2018-03-29 06:31:05+00:00,NYTimes
401,0.0,0.0,1.0,0.0,"Archaeologists believe the 13,000-year-old human footprints to be the earliest found so far in North America https://t.co/E0yEBAuT7n",2018-03-29 05:59:27+00:00,NYTimes
402,0.2023,0.0,0.917,0.083,"RT @NYTmag: Floating villages spread across the surface of the Mekong River’s waterways, playing host to ethnic Vietnamese whose status in…",2018-03-29 05:41:06+00:00,NYTimes
403,0.4404,0.0,0.756,0.244,"These arctic foxes turned ""blue."" It was a good thing. https://t.co/PA6vz2GcCr",2018-03-29 05:21:04+00:00,NYTimes
404,0.0,0.0,1.0,0.0,2 Texas oil companies joined forces in the biggest deal yet in the Southwestern oil patch https://t.co/iLzaXURm1T,2018-03-29 05:02:02+00:00,NYTimes
405,-0.7778,0.393,0.533,0.074,RT @EricSchmittNYT: American drone strike in Libya kills top Qaeda recruiter and official warns of more attacks  https://t.co/nrGvlVj6l2,2018-03-29 04:41:06+00:00,NYTimes
406,0.0,0.0,1.0,0.0,"Steven Spielberg ""is the only person who could have made this movie and the last person who should have been allowe… https://t.co/m9H7reZA3R",2018-03-29 04:21:04+00:00,NYTimes
407,0.0,0.0,1.0,0.0,"Anbang Was Seized by China. Now, It Has a Deal for You. https://t.co/3ZEHUjWgat",2018-03-29 04:08:47+00:00,NYTimes
408,0.7783,0.0,0.672,0.328,RT @maggieNYT: Trump called a supporter with a large megaphone - @therealroseanne - to thank her and congratulate her after the Roseanne re…,2018-03-29 04:02:02+00:00,NYTimes
409,0.2263,0.249,0.395,0.356,"Mireille Knoll, Murdered Holocaust Survivor, Is Honored in Paris https://t.co/CK02eLDlje",2018-03-29 03:54:55+00:00,NYTimes
410,-0.8625,0.407,0.593,0.0,New police finding in Skripal poisoning case narrows the possibilities for how the victims were sickened https://t.co/8jQNusfhdi,2018-03-29 03:47:00+00:00,NYTimes
411,-0.6705,0.285,0.633,0.081,A top Morgan Stanley broker was repeatedly accused of violence against ex-wives and girlfriends. Bank managers were… https://t.co/n5WfJMF3sA,2018-03-29 03:32:03+00:00,NYTimes
412,0.6597,0.0,0.735,0.265,Drones and computer vision have confirmed centuries-old Inuit wisdom that a few caribou lead a migration over treac… https://t.co/DrVR3VdZiY,2018-03-29 03:17:06+00:00,NYTimes
413,0.0,0.0,1.0,0.0,Walmart customers looking to toss the latest issue of Cosmopolitan magazine into their shopping carts will have to… https://t.co/oLMjDPeoTR,2018-03-29 03:02:01+00:00,NYTimes
